A,0,code|1,code|1|type,code|2,code|2|type,code|3,code|3|type,provider,drug_unit,drug_type,modifiers,description,setting,gross_charge,discounted_cash,minimum,maximum,additional_generic_notes,billing_class,payer_name,plan_name,standard_charge_dollar,methodology,additional_payer_notes,standard_charge_percentage,count
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Coventry,First Health PPO,,percent of total billed charges,No historical data found for payer/plan and coding combination,85.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Coventry,HMO,,percent of total billed charges,No historical data found for payer/plan and coding combination,74.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Daniel H Cook,Associates,4753.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Dentaquest,Affinity MCD,,percent of total billed charges,No historical data found for payer/plan and coding combination,100.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Dentaquest,HealthFirst MCD,,percent of total billed charges,No historical data found for payer/plan and coding combination,100.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Elderplan Inc.,MA,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Elderplan Inc.,MEDICAID,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Emblem Health,CHILD HEALTH PLUS,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Emblem Health,Commercial,4845.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Emblem Health,EP 1&2,2063.05,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Emblem Health,EP 200-250,2063.05,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Emblem Health,EP 3&4,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Emblem Health,HARP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Emblem Health,MEDICAID,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Emblem Health,Medicare HMO,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,DUAL,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,EP 1 & 2,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,EP 3 & 4,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,EXCHANGE,2922.65,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,HARP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,MA,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,MAP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,MEDICAID CHP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,MEDICAID HMO,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Fidelis Care New York,MLTC,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,GHI CBP NY City Employee Alternate,Commercial,4845.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Galaxy,MCI PPO,,percent of total billed charges,No historical data found for payer/plan and coding combination,90.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Guardian Life Insurance Company Of America,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health First,CHILD HEALTH PLUS,1977.09,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health First,EP 1&2,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health First,EP 3&4,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health First,HARP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health First,Leaf,6584.43,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health First,MEDICAID,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health First,Medicare,3800.16,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health First,Small Group,8465.69,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health Plus,CHILD HEALTH PLUS,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health Plus,ESSENTIAL PLAN 1&2,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health Plus,ESSENTIAL PLAN 3&4,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health Plus,HARP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health Plus,INDIVIDUAL NETWORK,2578.81,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health Plus,MA,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health Plus,MEDICAID,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Health Plus,MLTC,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Healthspring,Medicare Advantage,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Humana,Commercial,3837.78,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Humana,Medicare HMO,3837.78,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Independent Health,MEDICAID,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Independent Health,Medicare HMO,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,International Benefit Administrator,Commercial,4845.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Liberty Health,Medicare,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Local 1199,PPO,3945.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Longevity Health Plan,MA,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Mail Handlers Benefit Plan,Commercial,5128.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Maloney and Assoc,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Medicaid Managed Care,HEALTH EXCHANGE OTHER,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Medicaid Managed Care,HMO OTHER,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Medicaid Managed Care,OUT OF STATE,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Medicare Managed Care,HMO Other,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Medicare Managed Care,Nursing Home Other,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Meritain Health,Commercial,5128.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Multiplan,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Mvp Health Plans,Commercial,4753.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Mvp Health Plans,MEDICAID,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Mvp Health Plans,Medicare PFFS,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Nalc,Commercial,4753.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Nippon Life Insurance Company Of America,Commercial,5128.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Orthonet - Uniformed Services Family Health Plan,All Plans,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Oscar Health,All Plans,,percent of total billed charges,No historical data found for payer/plan and coding combination,41.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,PHCS,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,PMC,Medicare,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Partners Health Plan,FIDA,3950.66,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Performax,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Pomco,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,SAMBA,Commercial,4753.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,SUREST,All Payer Appendix,4370.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Salvation Army,Commercial,5128.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Self Pay,All Plans,4122.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Senior Whole Health,MEDICAID HMO ADVANTAGE,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Senior Whole Health,MEDICAID HMO ADVANTAGE PLUS,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Senior Whole Health,Medicare Advantage,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Senior Whole Health,Medicare Advantage Plus,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,TPA Inc,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Three Rivers Provider Network,PPO,,percent of total billed charges,No historical data found for payer/plan and coding combination,90.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Tricare,All Plans,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Tricare,Champus,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,UMR,All Payer Appendix,4370.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,US Family Health Plan,All Plans,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Ultra Benefits Inc.,Commercial,4845.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Unicare,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Employees Health Plan,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,65.0,0
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,All Payer Appendix,4370.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,BH Empire MPN,4122.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,CHP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,Charter,3714.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,Compass,3058.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,Core,3714.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,EP 1 & 2,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,EP 3 & 4,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,MEDICAID,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,Medicare,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,Metro,3714.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,United Healthcare,Nexus ACO,3932.0,case rate,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Universal Healthcare,MCR HMO,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Universal Healthcare,MCR PFFS,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Universal Healthcare,MCR PPO,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,VNS Choice Medicare,HMO,3950.66,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Veterans Affairs,Community Care,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Veterans Affairs,Military Insurance,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Wellcare Health Plan Inc,Medicare,4138.78,fee schedule,,,
,,58558,CPT,null,null,null,null,Good Samaritan,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,7910.35,498.91,8465.69,,facility,Zadroga,WTC Health Program,498.91,fee schedule,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,APWU,Commercial,4753.0,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Aetna,Commercial,5445.3,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Aetna,Medicare,3762.53,fee schedule,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Aetna,Narrow Network,4574.0,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Affinity Health Plan,CHP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Affinity Health Plan,EP 1&2,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Affinity Health Plan,EP 3&4,3868.22,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Affinity Health Plan,HARP,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Affinity Health Plan,MEDICAID,1719.21,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Agewell New York,Medicare HMO,3894.22,fee schedule,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Aither Health,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,100.0,0
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Allied Wellfare Fund,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,70.0,0
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Alpha Care,Medicare FIDA,,percent of total billed charges,No historical data found for payer/plan and coding combination,100.0,0
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,American Group Administrators,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,70.0,0
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,American Plan Administrators,Commercial,5383.0,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Amerihealth Administrators,Commercial,5383.0,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,BCBS-NY Empire,Blue Access Large Group,5273.0,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,BCBS-NY Empire,Blue Access Small Group,4452.0,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,BCBS-NY Empire,Commercial,5858.0,case rate,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,BCBS-NY Empire,MA,3687.28,fee schedule,,,
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Bakery & Confectionery Union,Commercial,,percent of total billed charges,No historical data found for payer/plan and coding combination,70.0,0
,,58558,CPT,null,null,null,null,St Francis,0.0,null,,HYSTEROSCOPY BIOPSY,outpatient,,10525.69,498.91,8465.69,,facility,Benefit Services,Commercial,5383.0,case rate,,,
